Rank,Company Name,3-Year % Growth,Revenue,Industry,# of Employees,City,State
2327, V2 Systems, 132%, $2.2 million, IT Services, 28, Manassas Park, VA
2328, RKD Construction, 132%, $2 million, Construction, 3, Valrico, FL
2329, ICONMA, 132%, $40.5 million, Human Resources, 450, Troy, MI
2330, Eyecon Marketing Group, 132%, $2.7 million, Business Products & Services, 2, Alpharetta, GA
2331, Advisors Asset Management, 132%, $63.7 million, Financial Services, 253, Monument, CO
2332, Dean Evans & Associates, 132%, $9.9 million, Software, 51, Centennial, CO
2333, TSI Healthcare, 131%, $9.4 million, Software, 70, Chapel Hill, NC
2334, Papouli's Greek Grill Restaurants, 131%, $2.5 million, Food & Beverage, 55, San Antonio, TX
2335, Pita Pit USA, 131%, $10.8 million, Food & Beverage, 110, Coeur d'Alene, ID
2336, Sealex, 131%, $2.2 million, Manufacturing, 9, Harbor Springs, MI
2337, Akraya, 131%, $28 million, IT Services, 85, Sunnyvale, CA
2338, SmartPak, 131%, $53.3 million, Consumer Products & Services, 105, Plymouth, MA
2339, Desmet Ballestra North America, 131%, $30.3 million, Manufacturing, 19, Marietta, GA
2340, Cornerstone Research Group, 131%, $11.3 million, Engineering, 110, Dayton, OH
2341, Element Fusion, 131%, $2.5 million, Software, 28, Oklahoma City, OK
2342, Burwood Group, 131%, $42.2 million, IT Services, 75, Chicago, IL
2343, Advent Design, 131%, $13.2 million, Manufacturing, 66, Bristol, PA
2344, Cable Manufacturing Business, 131%, $3.7 million, Computer Hardware, 12, Huntington Beach, CA
2345, RCI Consultants, 131%, $21.8 million, Energy, 76, Houston, TX
2346, Wojan Window & Door, 131%, $21.3 million, Manufacturing, 150, Charlevoix, MI
2347, 1st in Video - Music World, 130%, $12.5 million, Retail, 24, Quincy, IL
2348, CE Group, 130%, $7.4 million, Advertising & Marketing, 65, San Antonio, TX
2349, Silverado Systems, 130%, $2.7 million, IT Services, 3, Folsom, CA
2350, ColdCypress, 130%, $4.8 million, IT Services, 34, Bridgeville, PA
2351, Plumb Line Mechanical, 130%, $6.2 million, Construction, 42, Elko, NV
2352, Apex Instruments, 130%, $8.1 million, Manufacturing, 31, Fuquay Varina, NC
2353, Apex Contracting & Restoration, 130%, $6.3 million, Construction, 55, San Diego, CA
2354, BAI, 130%, $19.4 million, Government Services, 172, Alexandria, VA
2355, IPLogic, 130%, $53.5 million, IT Services, 130, Latham, NY
2356, Infinity Systems Engineering, 130%, $11.5 million, Government Services, 71, Colorado Springs, CO
2357, Medwing.com, 130%, $6.1 million, Retail, 20, Austin, TX
2358, CableOrganizer.com, 130%, $12.8 million, Retail, 42, Fort Lauderdale, FL
2359, AutohausAZ.com, 130%, $10.5 million, Retail, 23, Tempe, AZ
2360, Beacon Occupational Health & Safety Services, 130%, $16 million, Health, 150, Anchorage, AK
2361, Clinical Resource Network, 129%, $3.1 million, Health, 18, Deerfield, IL
2362, Corporate Technologies, 129%, $49 million, IT Services, 255, Eden Prairie, MN
2363, Relectric, 129%, $8.5 million, Business Products & Services, 28, San Jose, CA
2364, Bamco, 129%, $27.2 million, Construction, 100, Middlesex, NJ
2365, WHI Solutions, 129%, $22.2 million, Software, 140, Rye Brook, NY
2366, Olin Conservation, 129%, $2.2 million, Construction, 16, Great Falls, VA
2367, Litigation Services, 129%, $10.2 million, Business Products & Services, 50, Las Vegas, NV
2368, We Sell Cellular, 129%, $22.4 million, Consumer Products & Services, 16, Melville, NY
2369, Peritus, 129%, $2.9 million, Advertising & Marketing, 19, Louisville, KY
2370, Advecor, 129%, $11.3 million, Advertising & Marketing, 21, San Diego, CA
2371, ICR, 129%, $27.4 million, Financial Services, 99, Norwalk, CT
2372, Draphix, 129%, $16.9 million, Retail, 35, Birmingham, AL
2373, Round Table Group, 129%, $15.1 million, Business Products & Services, 31, Chicago, IL
2374, Healthwise, 129%, $5.9 million, Consumer Products & Services, 7, Sacramento, CA
2375, Turbocam, 129%, $54.1 million, Manufacturing, 215, Barrington, NH
2376, Servigistics, 129%, $44.6 million, Software, 230, Atlanta, GA
2377, CPI Solutions, 129%, $15.2 million, IT Services, 55, Westlake Village, CA
2378, Keen, 129%, $2.6 million, Health, 10, Portland, OR
2379, Ovation Payroll, 128%, $11.5 million, Human Resources, 94, Rochester, NY
2380, IST Management Services, 128%, $29.9 million, Business Products & Services, 740, Atlanta, GA
2381, Power Equipment Direct, 128%, $21.5 million, Retail, 20, Bolingbrook, IL
2382, Phoenix Marketing International, 128%, $41.4 million, Advertising & Marketing, 192, Rhinebeck, NY
2382, Majestic Research, 128%, $19.1 million, Financial Services, 85, New York, NY
2383, NetGain Information Systems, 128%, $3.2 million, IT Services, 21, Bellefontaine, OH
2384, Bleu Marketing Solutions, 128%, $4.9 million, Advertising & Marketing, 23, San Francisco, CA
2385, Advanced Pharmacy Concepts, 128%, $5 million, Health, 32, N. Kingstown, RI
2386, Temporary Housing Directory, 128%, $32.2 million, Real Estate, 33, Plano, TX
2387, Metatomix, 128%, $5.7 million, Software, 55, Dedham, MA
2388, Project Leadership Associates, 128%, $35.9 million, IT Services, 170, Chicago, IL
2389, A2Z, 127%, $3.5 million, Software, 35, Columbia, MD
2390, EAC Product Development Solutions, 127%, $9.3 million, Engineering, 53, Burnsville, MN
2391, Impressions In Print, 127%, $3.9 million, Advertising & Marketing, 16, Virginia Beach, VA
2392, Comm3, 127%, $2.3 million, Telecommunications, 10, Dallas, TX
2393, Passport Health, 127%, $56.4 million, Health, 28, Batimore, MD
2394, Passport Health Communications, 127%, $56.4 million, Health, 298, Franklin, TN
2395, BakerRisk, 127%, $26.3 million, Engineering, 130, San Antonio, TX
2396, Employment Solutions, 127%, $9 million, Human Resources, 10, Fort Collins, CO
2397, Hanson Communications, 127%, $27.6 million, Telecommunications, 73, Willmar, MN
2398, ASAP Automation, 127%, $12.2 million, Software, 71, Louisville, KY
2399, SCD Information Technology, 127%, $3.2 million, IT Services, 49, Ellicott City, MD
2400, NW Freedom, 127%, $21.8 million, Retail, 113, Vancouver, WA
2401, Knock Knock, 127%, $6.2 million, Consumer Products & Services, 15, Venice, CA
2402, Allyis, 126%, $23.9 million, IT Services, 212, Kirkland, WA
2403, Capps Manufacturing, 126%, $22.9 million, Manufacturing, 130, Wichita, KS
2404, The PSP Group, 126%, $52.7 million, Human Resources, 11, Mamaroneck, NY
2405, MyOfficeProducts, 126%, $92.2 million, Business Products & Services, 350, Brentwood, TN
2406, Fibertech Networks, 126%, $52.5 million, Telecommunications, 165, Rochester, NY
2407, Rumsey Engineers, 126%, $5.2 million, Engineering, 28, Oakland, CA
2408, Business Credit Services, 126%, $4.5 million, Financial Services, 35, Las Vegas, NV
2409, ONLC Training Centers, 126%, $67.2 million, Education, 500, Wilmington, DE
2410, Quorum Business Solutions, 125%, $55.8 million, IT Services, 328, Houston, TX
2411, Challenger Pipe & Steel, 125%, $15.2 million, Manufacturing, 6, Spokane, WA
2412, Lokion, 125%, $5.6 million, Advertising & Marketing, 35, Memphis, TN
2413, Parietal Systems, 125%, $2 million, Government Services, 9, North Andover, MA
2414, Lang Construction, 125%, $3 million, Construction, 40, Overland Park, KS
2415, Pure Health Solutions, 125%, $17.7 million, Manufacturing, 59, Sandpoint, ID
2416, TITAN Technology Partners, 125%, $51 million, IT Services, 361, Charlotte, NC
2417, Backyard X-Scapes, 125%, $3.2 million, Retail, 15, San Diego, CA
2418, The Newtron Group, 125%, $296.2 million, Construction, 2500, Baton Rouge, LA
2419, Energy Services Group International, 125%, $65.5 million, Energy, 800, Toano, VA
2420, Kraus Commercial Roofing, 125%, $10.8 million, Construction, 47, Pipersville, PA
2421, Maranda Enterprises, 125%, $4.2 million, Consumer Products & Services, 6, Mequon, WI
2422, Orchard Hotels, 125%, $11.6 million, Travel, 90, San Francisco, CA
2423, King Enterprise Group, 125%, $48.3 million, Construction, 42, McPherson, KS
2424, PW Communications, 124%, $7.5 million, Government Services, 44, Bethesda, MD
2425, All Terrain, 124%, $5.5 million, Advertising & Marketing, 17, Chicago, IL
2426, Powder X Coating Systems, 124%, $3.8 million, Manufacturing, 9, Smyrna, TN
2427, United Shipping Solutions, 124%, $74.2 million, Logistics & Transportation, 12, Midvale, UT
2428, Cadient Group, 124%, $28.5 million, Advertising & Marketing, 191, West Conshohocken, PA
2429, Corporate Safe Specialists, 124%, $44.2 million, Security, 77, POSEN, IL
2430, Salo, 124%, $47.1 million, Financial Services, 325, Minneapolis, MN
2431, CGS Technologies, 124%, $3.3 million, Manufacturing, 21, Phoenix, AZ
2432, Geary Interactive, 124%, $21.1 million, Advertising & Marketing, 68, San Diego, CA
2433, SpaEquip, 124%, $15.4 million, Business Products & Services, 35, Calistoga, CA
2434, SafeMart, 124%, $5.5 million, Security, 15, Saint Marys, KS
2435, Allison & Partners, 124%, $12.2 million, Advertising & Marketing, 106, San Francisco, CA
2436, merchant one, 124%, $3.6 million, Financial Services, 74, Miami Beach, FL
2437, Event Technology, 124%, $8.3 million, Business Products & Services, 26, Orlando, FL
2438, Gray & Pape, 124%, $10.1 million, Business Products & Services, 58, Cincinnati, OH
2439, SEO.com, 124%, $18.4 million, Advertising & Marketing, 40, Bluffdale, UT
2440, LeadCreations.com, 124%, $5.4 million, Advertising & Marketing, 8, Miami Beach, FL
2441, GDH Consulting, 124%, $26.6 million, Human Resources, 75, Tulsa, OK
2442, Webhost4life, 124%, $6.7 million, IT Services, 60, Monterey Park, CA
2443, Accent Electronic Systems Integrators, 124%, $4.6 million, Business Products & Services, 50, Bonita Springs, FL
2444, Northern Building Products, 124%, $26 million, Manufacturing, 155, TETERBORO, NJ
2445, Monroe Motorcars, 124%, $12.7 million, Retail, 15, Dalals, TX
2446, Novelty Lights, 124%, $5.1 million, Retail, 7, Englewood, CO
2447, Mulligan Technologies, 124%, $5.1 million, Computer Hardware, 3, Lake Saint Louis, MO
2448, Ultramatics, 124%, $6.9 million, IT Services, 22, Oldsmar, FL
2449, Moore Freight Service, 123%, $27.8 million, Logistics & Transportation, 250, Mascot, TN
2450, PayPros, 123%, $137.8 million, Financial Services, 140, Newark, CA
2451, Eved Services, 123%, $9 million, Business Products & Services, 26, Skokie, IL
2452, Account Control Technology, 123%, $18.1 million, Financial Services, 302, Canoga Park, CA
2453, Trade Only Design Library, 123%, $2.5 million, Business Products & Services, 32, Clearwater, FL
2454, OmniPresence, 123%, $5.3 million, Telecommunications, 18, Marlborough, MA
2455, WFN Strategies, 123%, $2.2 million, Telecommunications, 9, Sterling, VA
2456, Aztec Systems, 123%, $7 million, IT Services, 60, Carrollton, TX
2457, Open Solutions, 123%, $431.4 million, Financial Services, 2095, Glastonbury, CT
2458, EnviroWaste Services Group, 123%, $8.9 million, Environmental Services, 95, Miami, FL
2459, Blue Sky Exhibits, 123%, $6.1 million, Advertising & Marketing, 15, Marietta, GA
2460, BBH Solutions, 122%, $16.8 million, IT Services, 85, New York, NY
2461, StyleWest, 122%, $12.8 million, Consumer Products & Services, 45, Oxnard, CA
2462, Millennium Engineering and Integration, 122%, $52 million, Government Services, 259, Arlington, VA
2463, Bear Construction, 122%, $74.3 million, Construction, 193, Rolling Meadows, IL
2464, Verndale, 122%, $4.1 million, IT Services, 38, Boston, MA
2465, Netech, 122%, $66.3 million, Computer Hardware, 110, Grand Rapids, MI
2466, S&A Cherokee, 122%, $7.4 million, Media, 48, Cary, NC
2467, White Shield, 122%, $7.3 million, Engineering, 62, Pasco, WA
2468, Atlantic Maintenance Services, 122%, $2 million, Construction, 22, Bensalem, PA
2469, ExpertPlan, 122%, $12.4 million, Financial Services, 56, East Windsor, NJ
2470, Binary Group, 122%, $29.3 million, Government Services, 118, Arlington, VA
2471, LiveOffice, 122%, $22.4 million, Software, 107, Torrance, CA
2472, Meridian Home Mortgage, 122%, $3.3 million, Financial Services, 22, Hampstead, MD
2473, JangoMail, 122%, $5.9 million, Advertising & Marketing, 5, Bellbrook, OH
2474, Chen and Associates, 122%, $5.1 million, Engineering, 26, Fort Lauderdale, FL
2475, Net Transcripts, 122%, $2.5 million, Government Services, 15, Scottsdale, AZ
2476, Vivid Seats, 122%, $17.3 million, Retail, 32, Chicago, IL
2477, First Capital, 122%, $92.4 million, Financial Services, 202, Boca Raton, FL
2478, Orin USA, 122%, $12.4 million, Human Resources, 193, Itasca, IL
2479, Patriot Contracting, 122%, $17.6 million, Construction, 15, Ashburn, VA
2480, ePlan Services, 121%, $8 million, Financial Services, 42, Denver, CO
2481, Voxitas, 121%, $3.3 million, Telecommunications, 26, St. Louis, MO
2482, Inline Electric Supply Company, 121%, $51.8 million, Construction, 98, Huntsville, AL
2483, Hornblower Marine Services, 121%, $21.9 million, Government Services, 241, New Albany, IN
2484, TargetX, 121%, $3.8 million, Advertising & Marketing, 17, Conshohocken, PA
2485, Equus Software, 121%, $3.6 million, Software, 18, Denver, CO
2486, Career Step, 121%, $15.4 million, Education, 96, Provo, UT
2487, R. Brooks Associates, 121%, $28.6 million, Energy, 85, Williamson, NY
2488, Mohler Material Handling, 121%, $5.6 million, Manufacturing, 8, St. Louis, MO
2489, Triune Technologies, 121%, $12.2 million, IT Services, 45, San Jose, CA
2490, Petris Technology, 121%, $18.3 million, Software, 147, Houston, TX
2491, Amtech, 121%, $7.5 million, Software, 50, Fort Washington, PA
2492, Shooters, 121%, $20.1 million, Media, 70, Philadelphia, PA
2493, Apex Systems, 121%, $402.2 million, IT Services, 903, Glen Allen, VA
2494, Meras Engineering, 120%, $4.1 million, Engineering, 21, San Francisco, CA
2495, M33 Integrated Solutions, 120%, $13.5 million, Logistics & Transportation, 52, Greenville, SC
2496, Bit Brokers International, 120%, $2.5 million, Manufacturing, 7, Logan, IL
2497, Big Ass Fans, 120%, $37.7 million, Manufacturing, 131, Lexington, KY
2498, Red 7 Media, 120%, $15.7 million, Media, 73, Norwalk, CT
2499, Midwest Underground Technology, 120%, $23.8 million, Engineering, 97, Champaign, IL
2500, NorthStar Moving, 120%, $7.6 million, Logistics & Transportation, 40, Chatsworth, CA
2501, OnDemand Resources, 120%, $5.6 million, Human Resources, 4, Great Falls, VA
2502, InterMed X-ray, 120%, $5.5 million, Health, 21, Alachua, FL
2503, Networks Unlimited, 120%, $2.2 million, IT Services, 15, Grand Junction, CO
2504, OnHold Worx, 120%, $5.6 million, Advertising & Marketing, 23, Edmond, OK
2505, Whelan Security, 120%, $110.3 million, Security, 3750, St. Louis, MO
2506, Iatric Systems, 120%, $23.6 million, Health, 190, Boxford, MA
2507, Astek Wallcovering, 120%, $8.6 million, Manufacturing, 20, Van Nuys, CA
2508, Spectrio, 120%, $5.5 million, Business Products & Services, 50, Oldsmar, FL
2509, VitalSmarts, 120%, $23.6 million, Human Resources, 80, Provo, UT
2510, Originate Labs, 120%, $2.5 million, Financial Services, 22, San Mateo, CA
2511, Red Cloud, 119%, $6.2 million, Business Products & Services, 12, Los Angeles, CA
2512, Intelligent Software Solutions, 119%, $57.3 million, Government Services, 290, Colorado Springs, CO
2513, CoffeeForLess.com, 119%, $9.6 million, Food & Beverage, 20, Philadelphia, PA
2514, SNL Financial, 119%, $86.3 million, Business Products & Services, 1020, Charlottesville, VA
2515, DSi, 119%, $5.7 million, Business Products & Services, 50, Nashville, TN
2516, The Mutual Fund Store, 119%, $25.8 million, Financial Services, 113, Overland Park, KS
2517, Intelligent Logistics, 119%, $5 million, Logistics & Transportation, 14, Austin, TX
2518, Nihaki Systems, 119%, $11.4 million, IT Services, 84, Dayton, NJ
2519, eFashionSolutions, 119%, $49.9 million, Business Products & Services, 254, Secaucus, NJ
2520, 4c Solutions, 119%, $17.5 million, Software, 250, East Moline, IL
2521, IQ Pipeline, 119%, $5 million, Human Resources, 100, San Diego, CA
2522, Contingent Network Services, 119%, $16 million, Telecommunications, 84, Hamilton, OH
2523, Impact Networking, 119%, $25 million, Business Products & Services, 155, Waukegan, IL
2524, International Integrated Solutions, 119%, $84.7 million, IT Services, 54, Plainview, NY
2525, Ajasa Technologies, 119%, $40.7 million, IT Services, 844, Golden Valley, MN
2526, Avineon, 118%, $41.3 million, Government Services, 1, Alexandria, VA
2527, Abacus 24-7, 118%, $8.4 million, Retail, 40, Phoenix, AZ
2528, WorkForce Software, 118%, $15.8 million, Software, 120, Livonia, MI
2529, KleenMark, 118%, $18.8 million, Business Products & Services, 625, Madison, WI
2530, Robins & Morton, 118%, $912 million, Construction, 797, Birmingham, AL
2531, ComTec Systems, 118%, $7.6 million, IT Services, 37, Vineland, NJ
2532, Kyra InfoTech, 118%, $9.8 million, IT Services, 66, Lakeland, FL
2533, Hired Hands, 118%, $3.6 million, Health, 476, Novato, CA
2534, Mirtec, 118%, $7.2 million, Manufacturing, 9, Oxford, CT
2535, Environmental Management Specialists, 118%, $4.2 million, Environmental Services, 12, Cleveland, OH
